Дніпропетровська область2020,Закарпатська область2019,Кіровоградська область2019,Хмельницька область2019,Чернівецька область2019,Луганська область2020,Житомирська область2020,Одеська область2020,Тернопільська область2020,Вінницька область2020,Черкаська область2020,Харківська область2019,Сумська область2019,Запорізька область2020,Львівська область2019,Рівненська область2019,Полтавська область2019,Донецька область2019,Київська область2019,Херсонська область2019,Волинська область2019,Чернігівська область2020,Івано-Франківська область2020,Миколаївська область2020,м.Київ2020
104.0,163.0,116.0,118.0,165.0,117.0,140.0,104.0,135.0,112.0,104.0,118.0,130.0,104.0,106.0,106.0,114.0,110.0,122.0,144.0,114.0,142.0,120.0,110.0,106.0
